blank,BU Family,Business Unit,Business Unit 1,Business Unit 2,Business Unit 3,Business Unit 4,Business Unit 5,Company,Customer,Date,Month,Product,Product Family,Quarter,Type,Year,Densificator,Incomes,Number of Records,Path,Returns,Sales in seleted currency,Sales M.CHF,Sales M.RUB,Sales M.USD,SOM Competitors,SOM Market,SOM Roche,SOM Roche Onco,SOM Roche SP,zero
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust24,03/01/2019 00:00:00,1,Prd10,FAM3,1,Sale,2019,1,0.146,1,1,,0.146,0.146,8.629,0.131531532,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust17,23/01/2019 00:00:00,1,Prd13,FAM4,1,Sale,2019,1,0.299,1,1,,0.299,0.299,17.694,0.269369369,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,18/01/2019 00:00:00,1,Prd13,FAM4,1,Sale,2019,0,31.363,1,0,,31.363,31.363,1857.881,28.25495496,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,25/01/2019 00:00:00,1,Prd13,FAM4,1,Sale,2019,1,17.922,1,1,,17.922,17.922,1061.646,16.14594595,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,25/02/2019 00:00:00,2,Prd13,FAM4,1,Sale,2019,1,0.448,1,1,,0.448,0.448,26.541,0.403603604,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,22/02/2019 00:00:00,2,Prd13,FAM4,1,Sale,2019,0,26.882,1,0,,26.882,26.882,1592.469,24.21801802,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,27/02/2019 00:00:00,2,Prd13,FAM4,1,Sale,2019,1,44.804,1,1,,44.804,44.804,2654.116,40.36396396,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust4,13/02/2019 00:00:00,2,Prd13,FAM4,1,Sale,2019,1,0.075,1,1,,0.075,0.075,4.424,0.067567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust5,13/02/2019 00:00:00,2,Prd13,FAM4,1,Sale,2019,1,1.643,1,1,,1.643,1.643,97.318,1.48018018,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,22/03/2019 00:00:00,3,Prd10,FAM3,1,Sale,2019,0,3.642,1,0,,3.642,3.642,215.723,3.281081081,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,28/03/2019 00:00:00,3,Prd10,FAM3,1,Sale,2019,0,3.642,1,0,,3.642,3.642,215.723,3.281081081,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,20/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,0,1.493,1,0,,1.493,1.493,88.471,1.345045045,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust17,18/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,0,0.747,1,0,,0.747,0.747,44.235,0.672972973,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,15/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,1,13.441,1,1,,13.441,13.441,796.235,12.10900901,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,22/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,0,44.804,1,0,,44.804,44.804,2654.116,40.36396396,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,13/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,1,40.323,1,1,,40.323,40.323,2388.704,36.32702703,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,18/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,0,13.441,1,0,,13.441,13.441,796.235,12.10900901,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,25/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,1,39.054,1,1,,39.054,39.054,2313.504,35.18378378,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,13/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,1,62.725,1,1,,62.725,62.725,3715.762,56.50900901,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,20/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,0,67.206,1,0,,67.206,67.206,3981.173,60.54594595,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,27/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,1,26.882,1,1,,26.882,26.882,1592.469,24.21801802,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust4,21/03/2019 00:00:00,3,Prd13,FAM4,1,Sale,2019,1,9.932,1,1,,9.932,9.932,588.329,8.947747748,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust24,04/04/2019 00:00:00,4,Prd10,FAM3,2,Sale,2019,0,0.51,1,0,,0.51,0.51,30.201,0.459459459,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,10/04/2019 00:00:00,4,Prd10,FAM3,2,Sale,2019,0,0.218,1,0,,0.218,0.218,12.943,0.196396396,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,03/04/2019 00:00:00,4,Prd13,FAM4,2,Sale,2019,1,17.922,1,1,,17.922,17.922,1061.646,16.14594595,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust5,03/04/2019 00:00:00,4,Prd13,FAM4,2,Sale,2019,1,1.344,1,1,,1.344,1.344,79.623,1.210810811,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,30/05/2019 00:00:00,5,Prd10,FAM3,2,Sale,2019,0,0.655,1,0,,0.655,0.655,38.83,0.59009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust25,16/05/2019 00:00:00,5,Prd10,FAM3,2,Sale,2019,0,2.185,1,0,,2.185,2.185,129.434,1.968468468,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,22/05/2019 00:00:00,5,Prd10,FAM3,2,Sale,2019,0,0.655,1,0,,0.655,0.655,38.83,0.59009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,03/06/2019 00:00:00,6,Prd13,FAM4,2,Sale,2019,1,4.48,1,1,,4.48,4.48,265.412,4.036036036,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,06/07/2019 00:00:00,7,Prd10,FAM3,3,Sale,2019,0,2.913,1,0,,2.913,2.913,172.578,2.624324324,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,26/07/2019 00:00:00,7,Prd10,FAM3,3,Sale,2019,0,7.283,1,0,,7.283,7.283,431.445,6.561261261,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,24/07/2019 00:00:00,7,Prd10,FAM3,3,Sale,2019,0,1.165,1,0,,1.165,1.165,69.031,1.04954955,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,03/07/2019 00:00:00,7,Prd13,FAM4,3,Sale,2019,1,18.668,1,1,,18.668,18.668,1105.882,16.81801802,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,16/08/2019 00:00:00,8,Prd10,FAM3,3,Sale,2019,0,0.728,1,0,,0.728,0.728,43.145,0.655855856,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,02/08/2019 00:00:00,8,Prd13,FAM4,3,Sale,2019,0,26.882,1,0,,26.882,26.882,1592.469,24.21801802,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust4,02/08/2019 00:00:00,8,Prd13,FAM4,3,Sale,2019,0,0.224,1,0,,0.224,0.224,13.271,0.201801802,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,27/09/2019 00:00:00,9,Prd10,FAM3,3,Sale,2019,1,0.073,1,1,,0.073,0.073,4.314,0.065765766,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,25/10/2019 00:00:00,10,Prd10,FAM3,4,Sale,2019,1,0.073,1,1,,0.073,0.073,4.314,0.065765766,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,14/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,0,2.185,1,0,,2.185,2.185,129.434,1.968468468,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,27/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,1,0.073,1,1,,0.073,0.073,4.314,0.065765766,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,20/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,0,3.642,1,0,,3.642,3.642,215.723,3.281081081,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust24,27/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,1,0.364,1,1,,0.364,0.364,21.572,0.327927928,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust26,12/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,0,3.642,1,0,,3.642,3.642,215.723,3.281081081,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust7,11/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,1,0.073,1,1,,0.073,0.073,4.314,0.065765766,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust7,20/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,0,0.146,1,0,,0.146,0.146,8.629,0.131531532,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,14/11/2019 00:00:00,11,Prd10,FAM3,4,Sale,2019,0,0.874,1,0,,0.874,0.874,51.773,0.787387387,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust17,02/11/2019 00:00:00,11,Prd13,FAM4,4,Sale,2019,0,1.195,1,0,,1.195,1.195,70.776,1.076576577,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,16/12/2019 00:00:00,12,Prd10,FAM3,4,Sale,2019,0,0.291,1,0,,0.291,0.291,17.258,0.262162162,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,20/12/2019 00:00:00,12,Prd10,FAM3,4,Sale,2019,0,2.185,1,0,,2.185,2.185,129.434,1.968468468,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust25,09/12/2019 00:00:00,12,Prd10,FAM3,4,Sale,2019,1,2.185,1,1,,2.185,2.185,129.434,1.968468468,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,02/12/2019 00:00:00,12,Prd13,FAM4,4,Sale,2019,0,112.906,1,0,,112.906,112.906,6688.371,101.7171171,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,16/01/2020 00:00:00,1,Prd8,FAM2,1,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,31/01/2020 00:00:00,1,Prd8,FAM2,1,Return,2020,1,,1,1,-16.246,-16.246,-16.246,-1042.376,-14.63603604,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/01/2020 00:00:00,1,Prd21,FAM8,1,Return,2020,1,,1,1,-142.056,-142.056,-142.056,-9114.455,-127.9783784,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,18/02/2020 00:00:00,2,Prd8,FAM2,1,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2020 00:00:00,2,Prd21,FAM8,1,Return,2020,0,,1,0,-476.479,-476.479,-476.479,-30571.4,-429.2603604,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,31/03/2020 00:00:00,3,Prd8,FAM2,1,Return,2020,1,,1,1,-226.612,-226.612,-226.612,-14539.656,-204.154955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2020 00:00:00,3,Prd21,FAM8,1,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,30/04/2020 00:00:00,4,Prd8,FAM2,2,Return,2020,0,,1,0,-226.612,-226.612,-226.612,-14539.656,-204.154955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2020 00:00:00,4,Prd21,FAM8,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,29/05/2020 00:00:00,5,Prd8,FAM2,2,Return,2020,1,,1,1,-226.612,-226.612,-226.612,-14539.656,-204.154955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/05/2020 00:00:00,5,Prd21,FAM8,2,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,30/06/2020 00:00:00,6,Prd8,FAM2,2,Return,2020,0,,1,0,-226.612,-226.612,-226.612,-14539.656,-204.154955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2020 00:00:00,6,Prd21,FAM8,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,21/07/2020 00:00:00,7,Prd8,FAM2,3,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2020 00:00:00,7,Prd21,FAM8,3,Return,2020,1,,1,1,-476.479,-476.479,-476.479,-30571.4,-429.2603604,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust37,31/01/2020 00:00:00,1,Prd56,FAM24,1,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/01/2020 00:00:00,1,Prd15,FAM5,1,Return,2020,1,,1,1,-6.812,-6.812,-6.812,-437.083,-6.136936937,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/01/2020 00:00:00,1,Prd16,FAM5,1,Return,2020,1,,1,1,-6.412,-6.412,-6.412,-411.431,-5.776576577,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,14/02/2020 00:00:00,2,Prd43,FAM16,1,Return,2020,0,,1,0,-0.743,-0.743,-0.743,-47.648,-0.669369369,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2020 00:00:00,2,Prd55,FAM23,1,Return,2020,0,,1,0,-54.949,-54.949,-54.949,-3525.554,-49.5036036,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2020 00:00:00,2,Prd15,FAM5,1,Return,2020,0,,1,0,-6.812,-6.812,-6.812,-437.083,-6.136936937,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2020 00:00:00,2,Prd16,FAM5,1,Return,2020,0,,1,0,-6.412,-6.412,-6.412,-411.431,-5.776576577,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2020 00:00:00,3,Prd40,FAM14,1,Return,2020,1,,1,1,-244.172,-244.172,-244.172,-15666.345,-219.9747748,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2020 00:00:00,3,Prd55,FAM23,1,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2020 00:00:00,3,Prd15,FAM5,1,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2020 00:00:00,3,Prd16,FAM5,1,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2020 00:00:00,4,Prd40,FAM14,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2020 00:00:00,4,Prd55,FAM23,2,Return,2020,0,,1,0,-105.442,-105.442,-105.442,-6765.252,-94.99279279,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2020 00:00:00,4,Prd15,FAM5,2,Return,2020,0,,1,0,-6.812,-6.812,-6.812,-437.083,-6.136936937,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2020 00:00:00,4,Prd16,FAM5,2,Return,2020,0,,1,0,-6.412,-6.412,-6.412,-411.431,-5.776576577,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/05/2020 00:00:00,5,Prd40,FAM14,2,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,20/05/2020 00:00:00,5,Prd55,FAM23,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/05/2020 00:00:00,5,Prd15,FAM5,2,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/05/2020 00:00:00,5,Prd16,FAM5,2,Return,2020,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2020 00:00:00,6,Prd40,FAM14,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2020 00:00:00,6,Prd55,FAM23,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2020 00:00:00,6,Prd15,FAM5,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2020 00:00:00,6,Prd16,FAM5,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2020 00:00:00,7,Prd40,FAM14,3,Return,2020,1,,1,1,-244.172,-244.172,-244.172,-15666.345,-219.9747748,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2020 00:00:00,7,Prd55,FAM23,3,Return,2020,1,,1,1,-109.897,-109.897,-109.897,-7051.108,-99.00630631,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2020 00:00:00,7,Prd15,FAM5,3,Return,2020,1,,1,1,-8.326,-8.326,-8.326,-534.213,-7.500900901,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2020 00:00:00,7,Prd16,FAM5,3,Return,2020,1,,1,1,-9.262,-9.262,-9.262,-594.289,-8.344144144,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,30/01/2020 00:00:00,1,Prd8,FAM2,1,Sale,2020,0,16.246,1,0,,16.246,16.246,1042.376,14.63603604,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,22/01/2020 00:00:00,1,Prd21,FAM8,1,Sale,2020,0,1509.344,1,0,,1509.344,1509.344,96841.08,1359.769369,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,19/02/2020 00:00:00,2,Prd21,FAM8,1,Sale,2020,1,2071.648,1,1,,2071.648,2071.648,132919.129,1866.34955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,23/04/2020 00:00:00,4,Prd8,FAM2,2,Sale,2020,1,226.612,1,1,,226.612,226.612,14539.656,204.154955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,28/05/2020 00:00:00,5,Prd8,FAM2,2,Sale,2020,0,226.612,1,0,,226.612,226.612,14539.656,204.154955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust12,29/06/2020 00:00:00,6,Prd8,FAM2,2,Sale,2020,1,226.612,1,1,,226.612,226.612,14539.656,204.154955,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,13/07/2020 00:00:00,7,Prd21,FAM8,3,Sale,2020,1,1760.901,1,1,,1760.901,1760.901,112981.26,1586.397297,1,1,0,0,0,0
,Oncology,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/07/2020 00:00:00,7,Prd21,FAM8,3,Sale,2020,1,310.747,1,1,,310.747,310.747,19937.869,279.9522523,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,24/01/2020 00:00:00,1,Prd42,FAM16,1,Sale,2020,0,22.513,1,0,,22.513,22.513,1444.474,20.28198198,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,29/01/2020 00:00:00,1,Prd42,FAM16,1,Sale,2020,1,11.257,1,1,,11.257,11.257,722.237,10.14144144,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,14/01/2020 00:00:00,1,Prd43,FAM16,1,Sale,2020,0,32.832,1,0,,32.832,32.832,2106.529,29.57837838,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,17/01/2020 00:00:00,1,Prd43,FAM16,1,Sale,2020,1,35.138,1,1,,35.138,35.138,2254.488,31.65585586,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,30/01/2020 00:00:00,1,Prd42,FAM16,1,Sale,2020,0,6.075,1,0,,6.075,6.075,389.779,5.472972973,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,23/01/2020 00:00:00,1,Prd42,FAM16,1,Sale,2020,1,3.752,1,1,,3.752,3.752,240.746,3.38018018,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust17,15/01/2020 00:00:00,1,Prd44,FAM17,1,Sale,2020,1,0.235,1,1,,0.235,0.235,15.055,0.211711712,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,14/01/2020 00:00:00,1,Prd44,FAM17,1,Sale,2020,0,1.877,1,0,,1.877,1.877,120.441,1.690990991,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,17/01/2020 00:00:00,1,Prd44,FAM17,1,Sale,2020,1,7.509,1,1,,7.509,7.509,481.765,6.764864865,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,30/01/2020 00:00:00,1,Prd44,FAM17,1,Sale,2020,0,3.754,1,0,,3.754,3.754,240.883,3.381981982,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,24/01/2020 00:00:00,1,Prd45,FAM18,1,Sale,2020,0,0.127,1,0,,0.127,0.127,8.154,0.114414414,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust23,24/01/2020 00:00:00,1,Prd46,FAM18,1,Sale,2020,0,11.889,1,0,,11.889,11.889,762.779,10.71081081,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,14/01/2020 00:00:00,1,Prd45,FAM18,1,Sale,2020,0,19.316,1,0,,19.316,19.316,1239.363,17.4018018,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,17/01/2020 00:00:00,1,Prd45,FAM18,1,Sale,2020,1,6.608,1,1,,6.608,6.608,423.993,5.953153153,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,23/01/2020 00:00:00,1,Prd45,FAM18,1,Sale,2020,1,25.416,1,1,,25.416,25.416,1630.74,22.8972973,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust27,29/01/2020 00:00:00,1,Prd45,FAM18,1,Sale,2020,1,19.316,1,1,,19.316,19.316,1239.363,17.4018018,1,1,0,0,0,0
